13110	07	16	18	32	33	02	07	149,035,335	2	9,388,735	28	175,199	110,067,240	2013-09-21
13109	13	20	26	29	32	02	06	145,869,127	1	10,000,000	24	218,948	99,337,442	2013-09-18
13108	05	10	13	15	18	02	11	134,193,271	0	0	22	272,836	98,043,296	2013-09-16
13107	07	13	14	18	25	05	12	111,070,403	0	0	26	204,245	103,336,022	2013-09-14
13106	06	07	12	13	27	03	12	88,399,110	1	5,000,000	40	121,097	96,682,691	2013-09-11
13105	07	13	27	30	34	01	12	73,054,761	1	5,000,000	33	112,342	95,015,234	2013-09-09
13104	02	05	11	27	29	01	11	61,624,635	0	0	29	197,797	103,746,815	2013-09-07
13103	05	08	13	16	31	03	09	37,443,844	3	5,000,000	59	63,673	94,510,010	2013-09-04
13102	06	12	15	19	26	02	11	36,350,423	0	0	21	223,330	90,509,576	2013-09-02
13101	04	09	13	15	32	02	09	14,743,158	2	5,000,000	22	251,803	99,608,666	2013-08-31
13100	09	12	24	26	30	05	09	6,402,825	3	5,000,000	39	96,355	91,302,467	2013-08-28
13099	04	11	28	30	33	05	12	12,009,973	4	5,000,000	73	12,000	90,552,001	2013-08-26
13098	02	06	16	29	34	10	11	35,352,220	2	5,000,000	52	72,072	96,508,845	2013-08-24
13097	07	08	13	17	32	03	08	28,216,869	1	5,000,000	16	265,204	87,209,004	2013-08-21
13096	17	19	20	22	26	06	08	19,111,160	0	0	24	182,404	82,602,563	2013-08-19
13095	03	17	28	30	33	01	10	642,661	3	5,000,000	24	141,883	85,079,922	2013-08-17
13094	03	28	33	34	35	06	09	0	10	24,000	271	12,000	89,359,971	2013-08-14
13093	01	05	17	18	26	05	07	0	6	1,211,256	59	36,407	91,058,614	2013-08-12
13092	07	10	21	27	33	03	09	0	4	2,958,913	64	45,478	100,655,848	2013-08-10
13091	04	09	28	34	35	02	08	0	7	723,495	130	12,000	94,094,638	2013-08-07
13090	02	26	30	31	33	11	12	5,263,955	2	5,000,000	39	74,580	93,663,331	2013-08-05
13089	06	07	23	24	29	04	11	2,846,241	3	5,000,000	39	103,008	103,107,680	2013-08-03
13088	03	05	08	33	35	01	03	0	37	1,150,769	197	12,000	101,099,585	2013-07-31
13087	09	12	22	32	34	02	04	42,617,129	1	5,000,000	23	212,239	102,329,273	2013-07-29
13086	09	16	26	29	31	06	09	28,968,747	16	5,000,000	83	38,878	118,005,920	2013-07-27
13085	08	19	23	27	32	03	05	98,643,241	3	6,975,684	65	62,063	109,057,485	2013-07-24
13084	08	22	26	29	35	01	05	105,974,540	0	0	31	139,049	109,893,917	2013-07-22
13083	26	29	30	32	35	04	10	86,994,313	14	5,000,000	345	12,000	123,762,556	2013-07-20
13082	03	09	25	26	33	03	12	171,994,313	0	0	30	155,511	112,633,760	2013-07-17
13081	07	09	15	17	23	02	07	150,300,415	1	10,000,000	34	209,297	115,556,938	2013-07-15
13080	06	21	23	27	31	04	06	132,673,164	0	0	27	221,780	121,739,755	2013-07-13
13079	09	10	17	21	34	01	07	106,225,828	2	8,780,721	81	52,183	111,146,788	2013-07-10
13078	02	07	23	31	33	02	08	104,883,662	2	8,951,872	29	150,547	110,464,206	2013-07-08
13077	24	26	30	32	35	06	12	103,028,044	3	7,605,661	61	75,745	121,705,850	2013-07-06
13076	13	15	16	26	27	09	10	106,302,568	3	7,405,796	34	153,561	110,287,003	2013-07-03
13075	01	11	13	19	35	07	08	111,311,262	2	8,098,136	28	169,939	111,388,586	2013-07-01
13074	06	14	20	24	32	01	07	112,228,527	3	6,569,851	63	63,912	124,113,767	2013-06-29
13073	03	05	23	27	31	02	06	124,925,587	3	7,333,431	34	165,827	116,689,022	2013-06-26
13072	12	27	28	33	35	03	05	131,224,965	7	5,560,590	159	18,887	115,290,338	2013-06-24
13071	13	19	26	27	28	03	11	170,320,645	3	7,929,319	77	61,669	129,186,697	2013-06-22
13070	09	12	18	21	29	01	08	172,138,704	1	10,000,000	75	58,389	113,538,678	2013-06-19
13069	06	12	13	16	30	07	12	165,804,899	1	10,000,000	41	130,460	112,197,585	2013-06-17
13068	10	17	27	34	35	05	07	151,050,094	5	6,057,629	73	41,475	123,220,775	2013-06-15
13067	02	03	05	08	29	10	12	168,117,873	3	7,144,174	17	214,417	105,168,115	2013-06-12
13066	06	07	13	33	34	02	11	173,469,085	1	10,000,000	55	73,519	108,172,336	2013-06-10
13065	09	28	31	34	35	02	09	164,666,357	1	10,000,000	284	14,102	123,733,625	2013-06-08
13064	21	24	26	28	32	01	03	159,171,307	1	10,000,000	21	250,446	109,225,079	2013-06-05
13063	03	05	11	27	28	05	06	146,067,573	1	10,000,000	25	208,892	108,064,818	2013-06-03
13062	01	05	08	09	12	09	12	133,663,835	5	7,129,714	36	184,871	123,085,059	2013-06-01
13061	01	14	18	21	32	05	10	142,690,976	0	0	18	346,026	104,825,840	2013-05-29
13060	15	25	26	32	35	05	10	116,219,946	7	5,477,724	57	37,010	97,754,407	2013-05-27
13059	03	08	11	24	27	07	12	148,773,878	0	0	42	113,884	107,444,050	2013-05-25
13058	20	21	27	31	35	07	11	125,968,561	2	9,312,826	27	187,922	97,868,322	2013-05-22
13057	07	15	27	33	35	07	10	123,030,080	0	0	22	170,063	95,419,334	2013-05-20
13056	11	22	30	32	35	03	04	106,703,983	2	8,215,874	59	81,973	106,923,534	2013-05-18
13055	04	05	22	23	24	03	09	107,162,071	3	6,903,540	35	114,786	97,894,933	2013-05-15
13054	05	08	21	30	32	01	08	114,882,950	4	6,929,758	23	202,599	97,491,675	2013-05-13
13053	13	31	33	34	35	05	07	123,304,395	8	5,000,000	231	12,000	107,125,902	2013-05-11
13052	01	02	10	29	31	01	10	166,304,395	6	6,034,952	52	73,925	99,005,450	2013-05-08
13051	05	08	15	18	33	07	08	189,058,365	1	10,000,000	46	95,987	101,017,433	2013-05-06
13050	14	22	30	32	33	07	08	183,101,262	2	7,415,141	56	50,952	108,845,242	2013-05-04
13049	18	22	25	31	32	04	06	185,855,837	1	10,000,000	38	88,974	90,270,660	2013-05-01
13048	10	11	23	32	33	01	04	180,774,662	7	5,505,453	43	76,089	93,439,302	2013-04-29
13047	12	20	28	30	35	03	11	228,283,036	0	0	25	182,602	108,924,465	2013-04-27
13046	15	16	19	25	32	05	11	207,466,383	0	0	28	175,327	98,130,483	2013-04-24
13045	08	11	12	21	25	02	07	186,295,531	3	7,189,671	41	107,688	98,754,178	2013-04-22
13044	07	11	13	18	28	05	10	192,471,304	2	8,372,919	29	176,096	108,144,031	2013-04-20
13043	07	13	25	34	35	07	09	192,316,919	2	6,632,735	30	96,754	100,358,246	2013-04-17
13042	02	06	22	23	33	01	06	200,479,790	2	9,154,000	28	182,193	98,411,504	2013-04-15
13041	03	13	14	15	34	05	08	198,017,788	3	6,640,933	81	29,727	108,882,630	2013-04-13
13040	16	17	22	26	35	03	10	205,633,582	1	10,000,000	12	482,261	98,544,111	2013-04-10
13039	06	23	30	33	35	07	10	192,846,712	0	0	42	68,767	96,554,089	2013-04-08
13038	01	19	24	25	26	07	09	180,313,811	0	0	28	160,166	103,728,759	2013-04-06
13037	02	26	31	32	34	06	08	159,171,880	1	8,717,832	40	56,847	93,728,141	2013-04-03
13036	08	12	32	33	35	03	05	158,595,131	1	9,305,077	40	66,745	94,764,559	2013-04-01
13035	05	14	28	32	34	07	08	157,137,514	6	6,345,873	34	143,178	105,886,815	2013-03-30
13034	01	03	11	19	29	04	08	175,024,647	3	6,840,774	23	182,556	98,117,695	2013-03-27
13033	12	18	22	28	31	01	11	183,084,465	0	0	16	359,497	94,424,531	2013-03-25
13032	12	27	28	33	35	01	08	159,896,906	1	10,000,000	35	108,929	101,795,038	2013-03-23
13031	12	17	18	26	32	10	11	152,903,939	1	10,000,000	23	200,474	92,857,755	2013-03-20
13030	03	05	09	10	28	05	07	142,906,622	0	0	24	169,964	92,399,963	2013-03-18
13029	05	07	17	25	26	04	10	124,168,043	1	10,000,000	50	74,024	100,525,965	2013-03-16
13028	13	19	28	30	34	08	12	117,290,371	0	0	30	143,436	90,226,179	2013-03-13
13027	03	12	14	24	35	03	08	99,217,311	1	5,000,000	29	133,467	88,478,779	2013-03-11
13026	02	10	16	30	33	05	06	86,999,987	3	5,000,000	64	49,382	96,984,428	2013-03-09
13025	03	23	25	26	28	10	12	95,037,003	1	5,000,000	13	339,352	89,233,230	2013-03-06
13024	09	12	14	18	24	01	04	84,966,486	1	5,000,000	20	258,208	88,302,567	2013-03-04
13023	05	19	24	26	35	05	07	68,857,932	0	0	36	100,825	93,617,454	2013-03-02
13022	03	04	13	17	23	03	08	53,204,819	1	5,000,000	14	290,650	86,402,223	2013-02-27
13021	23	24	28	30	33	01	11	43,329,822	1	5,000,000	28	142,537	84,584,535	2013-02-25
13020	06	11	20	31	32	05	09	30,797,768	0	0	33	83,353	90,505,561	2013-02-23
13019	06	12	17	29	30	07	11	18,419,704	1	5,000,000	57	45,540	78,774,727	2013-02-20
13018	20	23	31	33	34	03	09	11,738,506	1	5,000,000	48	31,860	72,887,266	2013-02-18
13017	11	14	22	29	34	05	11	0	39	4,762,252	123	31,945	92,868,182	2013-02-16
13016	05	15	19	27	32	08	09	170,130,710	0	0	23	185,254	93,354,624	2013-02-06
13015	14	15	26	32	33	01	11	152,902,085	2	7,891,600	22	187,018	90,554,838	2013-02-04
13014	05	08	25	29	31	02	04	154,624,839	1	10,000,000	41	108,995	102,516,364	2013-02-02
13013	13	15	29	30	35	01	11	146,150,128	0	0	61	43,411	91,878,143	2013-01-30
13012	01	14	31	32	34	02	11	135,535,963	0	0	11	457,265	90,273,475	2013-01-28
13011	01	02	08	15	23	06	09	116,673,757	3	8,253,813	20	268,910	103,189,764	2013-01-26
13010	09	15	17	18	29	09	11	117,031,592	0	0	34	103,430	93,053,917	2013-01-23
13009	10	17	19	27	29	05	12	100,586,068	5	5,809,955	75	39,572	92,051,355	2013-01-21
13008	02	07	25	29	34	03	06	124,053,473	1	10,000,000	13	422,851	103,090,366	2013-01-19
13007	14	29	32	33	34	03	06	116,585,204	2	5,000,000	87	12,000	93,622,278	2013-01-16
13006	08	20	25	31	32	05	07	126,585,204	1	9,579,253	42	104,370	91,873,354	2013-01-14
13005	18	22	26	28	31	10	12	123,594,996	0	0	25	205,565	102,731,749	2013-01-12
13004	07	08	12	20	25	03	07	101,548,129	4	5,949,602	53	55,795	93,113,469	2013-01-09
13003	01	16	18	21	31	09	12	120,141,232	1	10,000,000	29	173,939	92,114,091	2013-01-07
13002	04	20	27	31	32	06	12	108,094,375	0	0	14	346,173	97,887,870	2013-01-05
13001	06	09	11	31	32	05	11	87,583,599	0	0	18	206,504	82,539,302	2013-01-02
12154	03	26	27	31	32	03	09	69,462,813	0	0	20	178,258	85,173,381	2012-12-31
12153	08	09	10	13	22	05	10	54,890,188	1	5,000,000	28	153,153	92,912,437	2012-12-29
12152	04	17	26	33	34	02	08	42,430,665	6	5,000,000	30	135,756	86,036,210	2012-12-26
12151	03	19	20	24	33	03	04	69,714,376	0	0	24	158,969	84,629,482	2012-12-24
12150	02	14	18	24	31	02	03	51,830,291	0	0	12	426,703	93,073,171	2012-12-22
12149	02	10	23	33	34	05	10	30,708,485	2	5,000,000	39	83,375	86,183,124	2012-12-19
12148	04	16	27	29	34	06	11	32,076,134	2	5,000,000	44	81,411	86,921,952	2012-12-17
12147	02	03	17	19	33	02	09	28,529,333	2	5,000,000	14	351,175	95,259,080	2012-12-15
12146	01	10	13	17	26	06	08	22,302,458	3	5,000,000	30	143,280	88,326,469	2012-12-12
12145	05	22	31	33	35	06	09	22,893,881	1	5,000,000	51	37,323	83,242,808	2012-12-10
12144	11	13	14	21	29	01	10	3,369,368	15	5,345,297	35	132,393	100,893,900	2012-12-08
12143	09	27	29	30	31	03	06	102,870,962	2	6,025,581	101	12,297	90,699,066	2012-12-05
12142	15	19	29	34	35	07	10	109,794,215	1	8,569,317	58	50,494	90,411,341	2012-12-03
12141	03	11	19	23	34	02	12	109,227,850	1	10,000,000	53	77,703	97,483,582	2012-12-01
12140	07	17	27	28	29	09	10	102,910,036	10	5,274,814	169	12,000	89,995,813	2012-11-28
12139	09	10	12	22	25	04	11	159,798,479	3	6,779,507	46	82,131	89,470,036	2012-11-26
12138	13	17	27	31	33	06	12	168,189,135	4	6,985,552	43	95,230	99,444,792	2012-11-24
12137	03	12	20	21	27	01	06	176,275,822	3	6,731,203	27	164,876	92,645,458	2012-11-21
12136	02	23	29	30	31	01	04	187,811,157	2	6,399,609	106	18,747	93,630,031	2012-11-19
12135	03	05	17	18	33	06	07	195,352,677	0	0	34	143,708	99,774,197	2012-11-17
12134	01	06	18	32	35	02	07	174,119,756	2	7,083,957	70	34,907	90,893,857	2012-11-14
12133	05	07	13	29	30	01	05	177,867,882	0	0	24	185,749	91,763,431	2012-11-12
12132	05	08	21	25	33	01	11	158,224,875	3	6,760,872	126	25,631	99,422,591	2012-11-10
12131	02	16	18	27	30	08	12	165,300,948	1	10,000,000	29	106,385	90,069,224	2012-11-07
12130	14	19	23	29	30	06	07	162,055,982	1	8,206,711	21	135,733	87,503,658	2012-11-05
12129	01	07	21	28	31	03	09	162,359,872	1	10,000,000	30	113,161	94,242,307	2012-11-03
12128	09	10	19	30	31	04	11	158,101,513	13	5,000,000	136	12,000	86,991,830	2012-10-31
12127	12	13	14	25	35	10	12	232,101,513	1	10,000,000	31	138,429	87,738,452	2012-10-29
12126	13	14	21	28	29	05	10	222,582,953	0	0	21	239,654	95,611,728	2012-10-27
12125	06	14	17	22	35	01	02	202,092,498	0	0	28	146,921	86,722,271	2012-10-24
12124	07	11	19	20	35	05	10	185,343,410	1	9,732,065	55	47,510	84,938,472	2012-10-22
12123	05	08	18	30	33	01	09	183,245,311	2	7,423,207	44	60,961	92,384,268	2012-10-20
12122	23	24	25	29	31	03	12	185,975,688	1	10,000,000	55	70,347	84,662,712	2012-10-17
12121	07	18	20	29	30	05	06	180,675,093	6	5,797,310	59	50,260	85,404,825	2012-10-15
12120	02	10	21	23	29	03	04	205,781,709	1	9,920,032	52	57,143	93,463,759	2012-10-13
12119	05	06	09	19	32	06	09	203,401,661	1	10,000,000	25	134,869	84,197,556	2012-10-10
12118	05	17	25	30	33	01	12	198,330,008	0	0	30	131,161	82,368,464	2012-10-08
12117	01	12	18	21	33	07	08	181,213,469	2	7,174,572	134	17,809	86,058,922	2012-10-06
12116	01	11	18	20	22	07	10	184,689,749	0	0	24	133,899	72,022,417	2012-10-03
12115	01	06	13	19	23	06	09	169,023,532	0	0	9	440,674	69,446,925	2012-10-01
12114	03	06	21	33	35	01	07	154,150,771	0	0	18	274,665	89,017,250	2012-09-29
12113	03	10	22	27	29	03	12	133,756,829	2	6,159,271	84	16,202	80,773,978	2012-09-26
12112	01	02	28	31	35	05	07	140,279,011	2	7,509,082	26	138,505	81,099,610	2012-09-24
12111	01	24	25	30	33	04	11	143,493,586	0	0	17	235,216	88,314,707	2012-09-22
12110	01	11	17	19	26	05	12	125,852,385	5	5,832,108	33	72,231	81,741,224	2012-09-19
12109	01	22	30	32	35	09	11	144,611,573	4	6,225,248	42	70,721	81,799,464	2012-09-17
12108	06	07	12	24	35	02	06	157,260,079	1	10,000,000	48	68,970	90,264,220	2012-09-15
12107	04	07	09	22	33	01	03	153,914,360	0	0	28	138,633	81,786,911	2012-09-12
12106	15	23	25	29	31	09	10	137,174,318	2	7,920,817	15	231,810	80,675,002	2012-09-10
12105	05	06	14	15	31	06	08	138,411,865	2	7,761,792	26	152,455	89,754,073	2012-09-08
12104	16	18	24	25	27	04	09	140,640,872	0	0	20	205,246	81,198,871	2012-09-05
12103	02	09	18	23	24	01	04	121,552,988	1	9,663,383	21	224,066	79,540,358	2012-09-03
12102	02	04	06	13	35	04	08	118,360,865	1	10,000,000	22	207,994	87,514,716	2012-09-01
12101	02	05	08	09	31	03	07	109,329,359	1	5,000,000	16	231,955	80,597,889	2012-08-29
12100	07	09	13	19	27	01	03	97,280,598	11	5,299,455	40	62,386	81,304,308	2012-08-27
12099	12	18	24	25	32	02	12	160,992,010	0	0	17	289,212	90,063,317	2012-08-25
12098	02	11	28	29	30	06	12	140,602,551	1	7,690,908	47	54,156	82,055,498	2012-08-22
12097	09	17	24	29	32	01	02	142,144,368	1	10,000,000	26	112,192	80,344,147	2012-08-20
12096	05	10	19	24	35	08	09	138,933,742	0	0	44	78,763	88,805,215	2012-08-18
12095	06	09	22	27	30	08	12	122,925,022	2	7,260,601	29	132,377	81,331,179	2012-08-15
12094	02	14	23	32	35	01	10	127,108,672	2	6,712,149	26	98,269	78,940,678	2012-08-13
12093	02	16	21	31	33	04	11	133,431,285	1	10,000,000	22	204,182	88,134,396	2012-08-11
12092	08	09	23	25	31	02	12	124,289,219	2	7,033,397	23	138,762	77,673,891	2012-08-08
12091	03	10	28	31	33	01	09	129,358,969	1	7,921,491	28	104,572	78,967,695	2012-08-06
12090	02	21	27	29	33	02	10	130,347,386	1	10,000,000	37	100,333	86,568,483	2012-08-04
12089	06	12	21	29	32	06	11	125,297,322	0	0	23	159,223	78,492,327	2012-08-01
12088	13	17	24	30	35	02	10	108,698,300	2	7,856,000	14	224,000	77,824,388	2012-07-30
12087	01	06	07	21	31	04	11	110,130,296	1	5,000,000	16	261,323	87,077,255	2012-07-28
12086	03	20	25	29	32	05	10	95,922,991	0	0	17	201,532	78,946,927	2012-07-25
12085	07	18	29	31	33	10	12	82,168,393	7	5,470,189	33	84,670	79,262,178	2012-07-23
12084	21	24	27	29	31	01	02	122,538,709	1	9,773,682	31	149,762	87,316,969	2012-07-21
12083	16	19	28	29	31	05	08	119,081,870	1	10,000,000	26	141,296	80,519,889	2012-07-18
12082	02	04	09	10	15	08	10	114,033,805	2	8,572,096	22	173,824	80,587,602	2012-07-16
12081	10	16	17	30	35	01	08	113,317,516	1	9,538,563	36	107,580	88,440,294	2012-07-14
12080	11	12	14	25	28	02	05	110,424,961	0	0	19	209,925	80,420,397	2012-07-11
12079	01	05	25	32	33	01	10	92,633,784	1	5,000,000	11	421,285	79,358,981	2012-07-09
12078	01	02	23	25	35	05	12	80,255,739	4	5,000,000	38	107,431	90,043,223	2012-07-07
12077	10	30	32	33	34	02	03	82,771,249	5	5,000,000	135	12,000	80,443,734	2012-07-04
12076	02	14	16	22	24	02	05	110,771,249	0	0	14	378,898	80,072,550	2012-07-02
12075	07	09	10	18	22	05	10	90,026,538	0	0	24	180,579	91,308,852	2012-06-30
12074	10	22	23	30	32	01	07	70,930,242	50	5,124,457	47	77,398	89,310,405	2012-06-27
12073	18	23	29	33	34	02	07	311,595,963	1	10,000,000	25	155,368	88,041,836	2012-06-25
12072	04	08	17	22	25	04	10	306,680,564	0	0	23	198,049	96,524,190	2012-06-23
12071	13	23	29	31	34	06	08	286,925,096	2	7,112,532	33	119,225	91,655,172	2012-06-20
12070	09	22	23	32	34	06	08	292,784,939	0	0	28	137,976	90,123,786	2012-06-18
12069	02	04	22	25	34	02	11	276,745,169	1	10,000,000	14	387,023	101,566,246	2012-06-16
12068	01	21	31	32	35	03	06	263,814,038	0	0	70	23,820	89,260,141	2012-06-13
12067	20	22	27	30	33	01	02	256,596,305	1	10,000,000	19	216,836	88,206,089	2012-06-11
12066	01	20	25	29	33	04	06	247,731,515	0	0	20	217,826	98,611,893	2012-06-09
12065	10	22	28	29	34	05	11	227,963,752	2	7,656,219	41	82,748	90,420,169	2012-06-06
12064	09	12	13	15	30	09	10	229,995,094	1	9,566,131	23	183,103	90,348,096	2012-06-04
12063	11	25	26	29	35	01	02	227,036,376	2	7,896,195	43	76,924	98,939,363	2012-06-02
12062	21	32	33	34	35	08	09	228,347,790	30	5,000,000	507	12,000	92,554,549	2012-05-30
12061	05	10	14	27	33	07	09	384,347,790	2	8,270,453	69	54,644	90,048,368	2012-05-28
12060	02	16	21	24	30	06	10	384,536,427	1	10,000,000	22	216,993	101,189,600	2012-05-26
12059	09	13	19	21	27	03	04	379,705,028	4	7,176,230	24	201,502	95,348,657	2012-05-23
12058	13	21	29	31	35	04	12	386,647,639	2	6,397,617	59	44,634	94,702,479	2012-05-21
12057	01	02	14	33	34	03	05	395,939,072	1	10,000,000	22	203,780	93,786,172	2012-05-19
12056	11	21	23	26	34	07	09	386,376,159	2	7,996,485	24	151,337	86,198,008	2012-05-16
12055	07	22	26	32	33	01	08	387,386,703	2	7,012,551	59	38,116	84,354,924	2012-05-14
12054	01	16	18	27	30	10	11	391,349,045	2	7,473,162	12	399,703	93,112,833	2012-05-12
12053	11	12	26	28	31	07	12	395,477,861	0	0	20	223,260	82,756,548	2012-05-09
12052	10	20	26	31	33	10	12	377,226,308	1	10,000,000	22	166,280	81,471,740	2012-05-07
12051	01	02	17	18	33	05	12	370,141,010	1	10,000,000	22	233,300	92,673,669	2012-05-05
12050	13	17	22	28	29	01	10	357,744,136	2	8,012,098	31	116,073	83,400,618	2012-05-02
